key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
186,"dated maple wand of storms",0,"dated maple wands of storms",0,0,1,0,0,"","Dated Maple Wand of Storms",32407,17,1,2,0,8,0,1,38070,1,False,True,False,True,612,13,True,False,False,0,2,0,8,5595,21800,0,0,False,False,0,17,0,1,53,0,0,6,"701, 1, 10, 0","0, 0, 0, 0",6,3,12,22,2400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,13,2,0,0,0,0,0,0,0,0,9,0,False,False,0,True
187,"dated maple wand of tremors",0,"dated maple wands of tremors",0,0,1,0,0,"","Dated Maple Wand of Tremors",32408,17,1,2,0,8,0,1,38070,1,False,True,False,True,612,13,True,False,False,0,2,0,8,5595,21800,0,0,False,False,0,17,0,1,53,0,0,6,"701, 1, 11, 0","0, 0, 0, 0",6,3,12,22,2400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,13,2,0,0,0,0,0,0,0,0,9,0,False,False,0,True
188,"dated maple wand of tides",0,"dated maple wands of tides",0,0,1,0,0,"","Dated Maple Wand of Tides",32409,17,1,2,0,8,0,1,38070,1,False,True,False,True,612,13,True,False,False,0,2,0,8,5595,21800,0,0,False,False,0,17,0,1,53,0,0,6,"701, 1, 12, 0","0, 0, 0, 0",6,3,12,22,2400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,13,2,0,0,0,0,0,0,0,0,9,0,False,False,0,True
189,"dated maple wand of frost",0,"dated maple wands of frost",0,0,1,0,0,"","Dated Maple Wand of Frost",32410,17,1,2,0,8,0,1,38070,1,False,True,False,True,612,13,True,False,False,0,2,0,8,5595,21800,0,0,False,False,0,17,0,1,53,0,0,6,"701, 1, 13, 0","0, 0, 0, 0",6,3,12,22,2400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,13,2,0,0,0,0,0,0,0,0,9,0,False,False,0,True
190,"dated willow wand",0,"dated willow wands",0,0,1,0,0,"","Dated Willow Wand",32402,22,1,2,0,8,0,1,38070,1,False,True,False,True,1052,20,True,False,False,0,2,0,8,5596,21800,0,0,False,False,0,22,0,1,53,0,0,6,"701, 1, 2, 0","0, 0, 0, 0",6,3,14,27,2400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,13,3,0,0,0,0,0,0,0,0,9,0,False,False,0,True
191,"dated budding willow wand",0,"dated budding willow wands",0,0,1,0,0,"","Dated Budding Willow Wand",32412,27,1,2,0,8,0,1,38070,1,False,True,False,True,1998,33,True,False,False,0,2,0,8,5596,21800,0,0,False,False,0,27,0,1,53,0,0,6,"701, 1, 6, 0","0, 0, 0, 0",6,3,16,31,2400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,13,3,0,0,0,0,0,0,0,0,9,0,False,False,0,True
192,"dated willow wand of flames",0,"dated willow wands of flames",0,0,1,0,0,"","Dated Willow Wand of Flames",32405,32,1,2,0,8,0,1,38070,1,False,True,False,True,3206,49,True,False,False,0,2,0,8,5597,21800,0,0,False,False,0,32,0,1,53,0,0,6,"701, 1, 8, 0","0, 0, 0, 0",6,3,18,33,2400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,13,4,0,0,0,0,0,0,0,0,9,0,False,False,0,True
193,"dated willow wand of gales",0,"dated willow wands of gales",0,0,1,0,0,"","Dated Willow Wand of Gales",32406,32,1,2,0,8,0,1,38070,1,False,True,False,True,3206,49,True,False,False,0,2,0,8,5597,21800,0,0,False,False,0,32,0,1,53,0,0,6,"701, 1, 9, 0","0, 0, 0, 0",6,3,18,33,2400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,13,4,0,0,0,0,0,0,0,0,9,0,False,False,0,True
194,"dated willow wand of storms",0,"dated willow wands of storms",0,0,1,0,0,"","Dated Willow Wand of Storms",32407,32,1,2,0,8,0,1,38070,1,False,True,False,True,3206,49,True,False,False,0,2,0,8,5597,21800,0,0,False,False,0,32,0,1,53,0,0,6,"701, 1, 10, 0","0, 0, 0, 0",6,3,18,33,2400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,13,4,0,0,0,0,0,0,0,0,9,0,False,False,0,True
195,"dated willow wand of tremors",0,"dated willow wands of tremors",0,0,1,0,0,"","Dated Willow Wand of Tremors",32408,32,1,2,0,8,0,1,38070,1,False,True,False,True,3206,49,True,False,False,0,2,0,8,5597,21800,0,0,False,False,0,32,0,1,53,0,0,6,"701, 1, 11, 0","0, 0, 0, 0",6,3,18,33,2400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,13,4,0,0,0,0,0,0,0,0,9,0,False,False,0,True
196,"dated willow wand of tides",0,"dated willow wands of tides",0,0,1,0,0,"","Dated Willow Wand of Tides",32409,32,1,2,0,8,0,1,38070,1,False,True,False,True,3206,49,True,False,False,0,2,0,8,5597,21800,0,0,False,False,0,32,0,1,53,0,0,6,"701, 1, 12, 0","0, 0, 0, 0",6,3,18,33,2400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,13,4,0,0,0,0,0,0,0,0,9,0,False,False,0,True
197,"dated willow wand of frost",0,"dated willow wands of frost",0,0,1,0,0,"","Dated Willow Wand of Frost",32410,32,1,2,0,8,0,1,38070,1,False,True,False,True,3206,49,True,False,False,0,2,0,8,5597,21800,0,0,False,False,0,32,0,1,53,0,0,6,"701, 1, 13, 0","0, 0, 0, 0",6,3,18,33,2400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,13,4,0,0,0,0,0,0,0,0,9,0,False,False,0,True
198,"dated walnut wand",0,"dated walnut wands",0,0,1,0,0,"","Dated Walnut Wand",32411,37,1,2,0,8,0,1,38070,1,False,True,False,True,4072,62,True,False,False,0,2,0,8,5597,21800,0,0,False,False,0,37,0,1,53,0,0,6,"701, 1, 3, 0","0, 0, 0, 0",6,3,22,37,2400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,13,4,0,0,0,0,0,0,0,0,9,0,False,False,0,True
199,"dated budding walnut wand",0,"dated budding walnut wands",0,0,1,0,0,"","Dated Budding Walnut Wand",32404,42,1,2,0,8,0,1,38070,1,False,True,False,True,5043,76,True,False,False,0,2,0,8,5598,21800,0,0,False,False,0,42,0,1,53,0,0,6,"701, 1, 5, 0","0, 0, 0, 0",6,3,26,41,2400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,3,13,5,0,0,0,0,0,0,0,0,9,0,False,False,0,True
200,"dated walnut wand of flames",0,"dated walnut wands of flames",0,0,1,0,0,"","Dated Walnut Wand of Flames",32405,47,1,2,0,8,0,1,38070,1,False,True,False,True,6116,92,True,False,False,0,2,0,8,5598,21800,0,0,False,False,0,47,0,1,53,0,0,6,"701, 1, 8, 0","0, 0, 0, 0",6,3,31,48,2400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,3,13,5,0,0,0,0,0,0,0,0,9,0,False,False,0,True
201,"dated walnut wand of gales",0,"dated walnut wands of gales",0,0,1,0,0,"","Dated Walnut Wand of Gales",32406,47,1,2,0,8,0,1,38070,1,False,True,False,True,6116,92,True,False,False,0,2,0,8,5598,21800,0,0,False,False,0,47,0,1,53,0,0,6,"701, 1, 9, 0","0, 0, 0, 0",6,3,31,48,2400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,3,13,5,0,0,0,0,0,0,0,0,9,0,False,False,0,True
202,"dated walnut wand of storms",0,"dated walnut wands of storms",0,0,1,0,0,"","Dated Walnut Wand of Storms",32407,47,1,2,0,8,0,1,38070,1,False,True,False,True,6116,92,True,False,False,0,2,0,8,5598,21800,0,0,False,False,0,47,0,1,53,0,0,6,"701, 1, 10, 0","0, 0, 0, 0",6,3,31,48,2400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,3,13,5,0,0,0,0,0,0,0,0,9,0,False,False,0,True
203,"dated walnut wand of tremors",0,"dated walnut wands of tremors",0,0,1,0,0,"","Dated Walnut Wand of Tremors",32408,47,1,2,0,8,0,1,38070,1,False,True,False,True,6116,92,True,False,False,0,2,0,8,5598,21800,0,0,False,False,0,47,0,1,53,0,0,6,"701, 1, 11, 0","0, 0, 0, 0",6,3,31,48,2400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,3,13,5,0,0,0,0,0,0,0,0,9,0,False,False,0,True
204,"dated walnut wand of tides",0,"dated walnut wands of tides",0,0,1,0,0,"","Dated Walnut Wand of Tides",32409,47,1,2,0,8,0,1,38070,1,False,True,False,True,6116,92,True,False,False,0,2,0,8,5598,21800,0,0,False,False,0,47,0,1,53,0,0,6,"701, 1, 12, 0","0, 0, 0, 0",6,3,31,48,2400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,3,13,5,0,0,0,0,0,0,0,0,9,0,False,False,0,True
205,"dated walnut wand of frost",0,"dated walnut wands of frost",0,0,1,0,0,"","Dated Walnut Wand of Frost",32410,47,1,2,0,8,0,1,38070,1,False,True,False,True,6116,92,True,False,False,0,2,0,8,5598,21800,0,0,False,False,0,47,0,1,53,0,0,6,"701, 1, 13, 0","0, 0, 0, 0",6,3,31,48,2400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,3,13,5,0,0,0,0,0,0,0,0,9,0,False,False,0,True
206,"dated ash cane",0,"dated ash canes",0,0,1,0,0,"","Dated Ash Cane",32601,6,1,2,0,9,0,13,38070,1,False,True,False,True,257,6,True,False,False,0,2,0,8,5594,21800,0,0,False,False,0,6,0,1,53,0,0,6,"801, 1, 1, 0","0, 0, 0, 0",6,3,6,11,3200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,13,1,0,0,0,0,0,0,0,0,9,0,False,False,0,True
207,"dated elm cane",0,"dated elm canes",0,0,1,0,0,"","Dated Elm Cane",32602,11,1,2,0,9,0,13,38070,1,False,True,False,True,496,10,True,False,False,0,2,0,8,5595,21800,0,0,False,False,0,11,0,1,53,0,0,6,"801, 1, 2, 0","0, 0, 0, 0",6,3,9,15,3200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,13,2,0,0,0,0,0,0,0,0,9,0,False,False,0,True
208,"dated pine crook",0,"dated pine crooks",0,0,1,0,0,"","Dated Pine Crook",32607,18,1,2,0,9,0,13,38070,1,False,True,False,True,957,20,True,False,False,0,2,0,8,5595,21800,0,0,False,False,0,18,0,1,53,0,0,6,"801, 2, 1, 0","0, 0, 0, 0",6,3,12,23,3200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,13,3,0,0,0,0,0,0,0,0,9,0,False,False,0,True
209,"dated pastoral elm cane",0,"dated pastoral elm canes",0,0,1,0,0,"","Dated Pastoral Elm Cane",32603,21,1,2,0,9,0,13,38070,1,False,True,False,True,1367,27,True,False,False,0,2,0,8,5596,21800,0,0,False,False,0,21,0,1,53,0,0,6,"801, 1, 3, 0","0, 0, 0, 0",6,3,14,26,3200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,13,3,0,0,0,0,0,0,0,0,9,0,False,False,0,True
210,"dated plumed pine crook",0,"dated plumed pine crooks",0,0,1,0,0,"","Dated Plumed Pine Crook",32608,23,1,2,0,9,0,13,38070,1,False,True,False,True,1745,32,True,False,False,0,2,0,11,5596,21800,0,0,False,False,0,23,0,1,53,0,0,6,"801, 2, 2, 0","0, 0, 0, 0",6,3,14,27,3200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,13,3,0,0,0,0,0,0,0,0,9,0,False,False,0,True
211,"dated mahogany radical",0,"dated mahogany radicals",0,0,1,0,0,"","Dated Mahogany Radical",32612,25,1,2,0,9,0,13,38070,1,False,True,False,True,2381,41,True,False,False,0,2,0,8,5596,21800,0,0,False,False,0,25,0,1,53,0,0,6,"801, 3, 1, 0","0, 0, 0, 0",6,3,15,29,3360,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,13,3,0,0,0,0,0,0,0,0,9,0,False,False,0,True
212,"dated oak cane",0,"dated oak canes",0,0,1,0,0,"","Dated Oak Cane",32604,31,1,2,0,9,0,13,38070,1,False,True,False,True,4389,66,True,False,False,0,2,0,8,5597,21800,0,0,False,False,0,31,0,1,53,0,0,6,"801, 1, 4, 0","0, 0, 0, 0",6,3,18,33,3200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,13,4,0,0,0,0,0,0,0,0,9,0,False,False,0,True
213,"dated flambeau radical",0,"dated flambeau radicals",0,0,1,0,0,"","Dated Flambeau Radical",32615,35,1,2,0,9,0,13,38070,1,False,True,False,True,5616,85,True,False,False,0,2,0,8,5597,21800,0,0,False,False,0,35,0,1,53,0,0,6,"801, 3, 4, 0","0, 0, 0, 0",6,3,20,36,3360,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,13,4,0,0,0,0,0,0,0,0,9,0,False,False,0,True
214,"dated yew crook",0,"dated yew crooks",0,0,1,0,0,"","Dated Yew Crook",32609,38,1,2,0,9,0,13,38070,1,False,True,False,True,6140,93,True,False,False,0,2,0,8,5597,21800,0,0,False,False,0,38,0,1,53,0,0,6,"801, 2, 3, 0","0, 0, 0, 0",6,3,23,38,3200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,13,4,0,0,0,0,0,0,0,0,9,0,False,False,0,True
215,"dated sprouting radical",0,"dated sprouting radicals",0,0,1,0,0,"","Dated Sprouting Radical",32614,38,1,2,0,9,0,13,38070,1,False,True,False,True,6437,97,True,False,False,0,2,0,8,5597,21800,0,0,False,False,0,38,0,1,53,0,0,6,"801, 3, 6, 0","0, 0, 0, 0",6,3,23,38,3360,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,13,4,0,0,0,0,0,0,0,0,9,0,False,False,0,True
216,"dated pastoral oak cane",0,"dated pastoral oak canes",0,0,1,0,0,"","Dated Pastoral Oak Cane",32605,41,1,2,0,9,0,13,38070,1,False,True,False,True,7316,110,True,False,False,0,2,0,8,5598,21800,0,0,False,False,0,41,0,1,53,0,0,6,"801, 1, 5, 0","0, 0, 0, 0",6,3,25,40,3200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,3,13,4,0,0,0,0,0,0,0,0,9,0,False,False,0,True
217,"dated plumed yew crook",0,"dated plumed yew crooks",0,0,1,0,0,"","Dated Plumed Yew Crook",32610,43,1,2,0,9,0,13,38070,1,False,True,False,True,7568,114,True,False,False,0,2,0,11,5598,21800,0,0,False,False,0,43,0,1,53,0,0,6,"801, 2, 6, 0","0, 0, 0, 0",6,3,27,42,3200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,3,13,5,0,0,0,0,0,0,0,0,9,0,False,False,0,True
218,"dated jade crook",0,"dated jade crooks",0,0,1,0,0,"","Dated Jade Crook",32617,48,1,2,0,9,0,13,38070,1,False,True,False,True,9146,138,True,False,False,0,2,0,8,5598,21800,0,0,False,False,0,48,0,1,53,0,0,6,"801, 2, 4, 0","0, 0, 0, 0",6,3,32,49,3200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,3,13,5,0,0,0,0,0,0,0,0,9,0,False,False,0,True
219,"dated copper scepter",0,"dated copper scepters",0,0,1,0,0,"","Dated Copper Scepter",32801,6,1,2,0,6,0,1,38070,1,False,True,False,True,195,4,True,False,False,0,2,0,11,5594,21800,0,0,False,False,0,6,0,1,55,0,0,5,"901, 15, 2, 0","0, 0, 0, 0",7,3,6,11,2400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,13,1,0,0,0,0,0,0,0,0,8,0,False,False,0,True
220,"dated decorated copper scepter",0,"dated decorated copper scepters",0,0,1,0,0,"","Dated Decorated Copper Scepter",32802,11,1,2,0,6,0,1,38070,1,False,True,False,True,376,8,True,False,False,0,2,0,11,5595,21800,0,0,False,False,0,11,0,1,55,0,0,5,"901, 15, 3, 0","0, 0, 0, 0",7,3,9,15,2400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,13,2,0,0,0,0,0,0,0,0,8,0,False,False,0,True
221,"dated brass cudgel",0,"dated brass cudgels",0,0,1,0,0,"","Dated Brass Cudgel",32812,17,1,2,0,6,0,1,38070,1,False,True,False,True,669,14,True,False,False,0,2,0,11,5595,21800,0,0,False,False,0,17,0,1,55,0,0,5,"901, 3, 10, 0","0, 0, 0, 0",7,3,12,22,2560,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,13,2,0,0,0,0,0,0,0,0,8,0,False,False,0,True
222,"dated silver scepter",0,"dated silver scepters",0,0,1,0,0,"","Dated Silver Scepter",32803,21,1,2,0,6,0,1,38070,1,False,True,False,True,988,19,True,False,False,0,2,0,11,5596,21800,0,0,False,False,0,21,0,1,55,0,0,5,"901, 15, 4, 0","0, 0, 0, 0",7,3,14,26,2400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,13,3,0,0,0,0,0,0,0,0,8,0,False,False,0,True
223,"dated brand",0,"dated brands",0,0,1,0,0,"","Dated Brand",32807,23,1,2,0,6,0,1,38070,1,False,True,False,True,1210,22,True,False,False,0,2,0,11,5596,21800,0,0,False,False,0,23,0,1,55,0,0,5,"901, 2, 2, 0","0, 0, 0, 0",7,3,14,27,2320,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,13,3,0,0,0,0,0,0,0,0,8,0,False,False,0,True
224,"dated decorated silver scepter",0,"dated decorated silver scepters",0,0,1,0,0,"","Dated Decorated Silver Scepter",32804,31,1,2,0,6,0,1,38070,1,False,True,False,True,3327,50,True,False,False,0,2,0,11,5597,21800,0,0,False,False,0,31,0,1,55,0,0,5,"901, 15, 5, 0","0, 0, 0, 0",7,3,18,33,2400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,13,4,0,0,0,0,0,0,0,0,8,0,False,False,0,True
225,"dated iron cudgel",0,"dated iron cudgels",0,0,1,0,0,"","Dated Iron Cudgel",32811,37,1,2,0,6,0,1,38070,1,False,True,False,True,4451,67,True,False,False,0,2,0,9,5597,21800,0,0,False,False,0,37,0,1,55,0,0,5,"901, 3, 1, 0","0, 0, 0, 0",7,3,22,37,2560,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,13,4,0,0,0,0,0,0,0,0,8,0,False,False,0,True
226,"dated ornate silver scepter",0,"dated ornate silver scepters",0,0,1,0,0,"","Dated Ornate Silver Scepter",32805,41,1,2,0,6,0,1,38070,1,False,True,False,True,5290,80,True,False,False,0,2,0,11,5598,21800,0,0,False,False,0,41,0,1,55,0,0,5,"901, 1, 1, 0","0, 0, 0, 0",7,3,25,40,2400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,3,13,4,0,0,0,0,0,0,0,0,8,0,False,False,0,True
227,"dated wind brand",0,"dated wind brands",0,0,1,0,0,"","Dated Wind Brand",32808,43,1,2,0,6,0,1,38070,1,False,True,False,True,5249,79,True,False,False,0,2,0,12,5598,21800,0,0,False,False,0,43,0,1,55,0,0,5,"901, 2, 3, 0","0, 0, 0, 0",7,3,27,42,2320,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,3,13,5,0,0,0,0,0,0,0,0,8,0,False,False,0,True
228,"dated earth brand",0,"dated earth brands",0,0,1,0,0,"","Dated Earth Brand",32809,43,1,2,0,6,0,1,38070,1,False,True,False,True,5249,79,True,False,False,0,2,0,12,5598,21800,0,0,False,False,0,43,0,1,55,0,0,5,"901, 2, 4, 0","0, 0, 0, 0",7,3,27,42,2320,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,3,13,5,0,0,0,0,0,0,0,0,8,0,False,False,0,True
229,"dated lightning brand",0,"dated lightning brands",0,0,1,0,0,"","Dated Lightning Brand",32810,43,1,2,0,6,0,1,38070,1,False,True,False,True,5249,79,True,False,False,0,2,0,12,5598,21800,0,0,False,False,0,43,0,1,55,0,0,5,"901, 2, 5, 0","0, 0, 0, 0",7,3,27,42,2320,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,3,13,5,0,0,0,0,0,0,0,0,8,0,False,False,0,True
230,"dated ice brand",0,"dated ice brands",0,0,1,0,0,"","Dated Ice Brand",32813,43,1,2,0,6,0,1,38070,1,False,True,False,True,5249,79,True,False,False,0,2,0,11,5598,21800,0,0,False,False,0,43,0,1,55,0,0,5,"901, 16, 1, 0","0, 0, 0, 0",7,3,27,42,2320,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,3,13,5,0,0,0,0,0,0,0,0,8,0,False,False,0,True
231,"dated fire brand",0,"dated fire brands",0,0,1,0,0,"","Dated Fire Brand",32814,43,1,2,0,6,0,1,38070,1,False,True,False,True,5249,79,True,False,False,0,2,0,11,5598,21800,0,0,False,False,0,43,0,1,55,0,0,5,"901, 16, 2, 0","0, 0, 0, 0",7,3,27,42,2320,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,3,13,5,0,0,0,0,0,0,0,0,8,0,False,False,0,True
232,"dated water brand",0,"dated water brands",0,0,1,0,0,"","Dated Water Brand",32815,43,1,2,0,6,0,1,38070,1,False,True,False,True,5249,79,True,False,False,0,2,0,11,5598,21800,0,0,False,False,0,43,0,1,55,0,0,5,"901, 16, 3, 0","0, 0, 0, 0",7,3,27,42,2320,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,3,13,5,0,0,0,0,0,0,0,0,8,0,False,False,0,True
233,"dated bone staff",0,"dated bone staves",0,0,1,0,0,"","Dated Bone Staff",33001,5,1,2,0,7,0,13,38070,1,False,True,False,True,234,5,True,False,False,0,2,0,11,5594,21800,0,0,False,False,0,5,0,1,55,0,0,5,"1001, 1, 1, 0","0, 0, 0, 0",7,3,6,11,3200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,13,1,0,0,0,0,0,0,0,0,8,0,False,False,0,True
234,"dated decorated bone staff",0,"dated decorated bone staves",0,0,1,0,0,"","Dated Decorated Bone Staff",33002,15,1,2,0,7,0,13,38070,1,False,True,False,True,780,16,True,False,False,0,2,0,11,5595,21800,0,0,False,False,0,15,0,1,55,0,0,5,"1001, 1, 2, 0","0, 0, 0, 0",7,3,11,20,3200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,13,2,0,0,0,0,0,0,0,0,8,0,False,False,0,True
235,"dated horn staff",0,"dated horn staves",0,0,1,0,0,"","Dated Horn Staff",33003,25,1,2,0,7,0,13,38070,1,False,True,False,True,2381,41,True,False,False,0,2,0,11,5596,21800,0,0,False,False,0,25,0,1,55,0,0,5,"1001, 1, 3, 0","0, 0, 0, 0",7,3,15,29,3200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,13,3,0,0,0,0,0,0,0,0,8,0,False,False,0,True
236,"dated decorated horn staff",0,"dated decorated horn staves",0,0,1,0,0,"","Dated Decorated Horn Staff",33003,35,1,2,0,7,0,13,38070,1,False,True,False,True,5616,85,True,False,False,0,2,0,11,5597,21800,0,0,False,False,0,35,0,1,55,0,0,5,"1001, 1, 5, 0","0, 0, 0, 0",7,3,20,36,3200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,13,4,0,0,0,0,0,0,0,0,8,0,False,False,0,True
237,"dated square maple shield",0,"dated square maple shields",0,0,1,0,0,"","Dated Square Maple Shield",30017,5,1,3,0,11,0,2,38070,1,False,True,False,True,172,4,True,False,False,0,2,0,8,5594,21800,0,0,False,False,0,5,0,1,56,0,0,0,"101, 7, 2, 0","0, 0, 0, 0",0,0,0,0,0,0,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,8,18,2,0,0,0,0,0,0,0,0,1,0,False,False,0,True
238,"dated bronze hoplon",0,"dated bronze hoplons",0,0,1,0,0,"","Dated Bronze Hoplon",30021,9,1,3,0,11,0,2,38070,1,False,True,False,True,474,10,True,False,False,0,2,0,10,5594,21800,0,0,False,False,0,9,0,1,56,0,0,0,"101, 8, 1, 0","0, 0, 0, 0",0,0,0,0,0,0,37,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,9,18,3,0,0,0,0,0,0,0,0,1,0,False,False,0,True
239,"dated round chestnut shield",0,"dated round chestnut shields",0,0,1,0,0,"","Dated Round Chestnut Shield",30001,11,1,3,0,11,0,2,38070,1,False,True,False,True,384,8,True,False,False,0,2,0,8,5595,21800,0,0,False,False,0,11,0,1,56,0,0,0,"101, 2, 1, 0","0, 0, 0, 0",0,0,0,0,0,0,40,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,10,18,3,0,0,0,0,0,0,0,0,1,0,False,False,0,True
240,"dated bronze buckler",0,"dated bronze bucklers",0,0,1,0,0,"","Dated Bronze Buckler",30004,13,1,3,0,11,0,2,38070,1,False,True,False,True,545,11,True,False,False,0,2,0,10,5595,21800,0,0,False,False,0,13,0,1,56,0,0,0,"101, 5, 1, 0","0, 0, 0, 0",0,0,0,0,0,0,45,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,11,18,3,0,0,0,0,0,0,0,0,1,0,False,False,0,True
241,"dated square ash shield",0,"dated square ash shields",0,0,1,0,0,"","Dated Square Ash Shield",30019,15,1,3,0,11,0,2,38070,1,False,True,False,True,576,12,True,False,False,0,2,0,8,5595,21800,0,0,False,False,0,15,0,1,56,0,0,0,"101, 7, 4, 0","0, 0, 0, 0",0,0,0,0,0,0,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,13,18,4,0,0,0,0,0,0,0,0,1,0,False,False,0,True
242,"dated sheepskin targe",0,"dated sheepskin targes",0,0,1,0,0,"","Dated Sheepskin Targe",30007,17,1,3,0,11,0,2,38070,1,False,True,False,True,640,13,True,False,False,0,2,0,12,5595,21800,0,0,False,False,0,17,0,1,56,0,0,0,"101, 1, 13, 0","0, 0, 0, 0",0,0,0,0,0,0,55,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,14,18,4,0,0,0,0,0,0,0,0,1,0,False,False,0,True
243,"dated bronze pelta",0,"dated bronze peltae",0,0,1,0,0,"","Dated Bronze Pelta",30022,19,1,3,0,11,0,2,38070,1,False,True,False,True,1248,26,True,False,False,0,2,0,10,5595,21800,0,0,False,False,0,19,0,1,56,0,0,0,"101, 8, 2, 0","0, 0, 0, 0",0,0,0,0,0,0,60,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,15,18,4,0,0,0,0,0,0,0,0,1,0,False,False,0,True
